#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Feb 19 18:21:42 EST 2018,23,23,Assignment2Suite,EfficiencyTest1+ EmptyTest0+ FindMinMaxTest0+ HeightTest+ SizeTest0+ SizeTest1+ , ,ContainsTest0- ContainsTest1- EmptyTest1- FindMinMaxTest1- FindMinMaxTest2- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest2- , ,
1,Mon Feb 19 18:35:09 EST 2018,34,11,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0+ RemoveTest0+ RemoveTest7+ SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
2,Mon Feb 19 18:35:17 EST 2018,34,0,InsertTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
3,Mon Feb 19 18:36:53 EST 2018,34,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
4,Mon Feb 19 18:39:59 EST 2018,34,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
5,Mon Feb 19 18:40:54 EST 2018,34,0,SizeTestSuite,EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 , ,ContainsTest0 ContainsTest1 EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest2 , ,
6,Mon Feb 19 18:41:40 EST 2018,42,8,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1+ FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2+ , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
7,Mon Feb 19 18:42:46 EST 2018,42,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
8,Mon Feb 19 18:51:51 EST 2018,42,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
9,Mon Feb 19 18:52:29 EST 2018,42,0,Assignment2Suite,EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest0 ContainsTest1 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
10,Mon Feb 19 18:53:43 EST 2018,50,8,Assignment2Suite,ContainsTest0+ ContainsTest1+ EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
11,Mon Feb 19 22:46:27 EST 2018,50,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
12,Mon Feb 19 22:49:11 EST 2018,50,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
13,Mon Feb 19 23:00:48 EST 2018,50,0,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 EmptyTest1 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
14,Mon Feb 19 23:02:43 EST 2018,38,-12,Assignment2Suite,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 HeightTest InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 , ,EmptyTest1- FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 SizeTest1- SizeTest2- , ,
15,Mon Feb 19 23:07:18 EST 2018,38,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 InsertAfterRemoveTest0 RemoveTest0 RemoveTest7 SizeTest0 SizeTest1+ SizeTest2+ , ,EfficiencyTest1- EmptyTest1 FindMinMaxTest1 FindMinMaxTest2 HeightTest- InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 , ,
